teamcode,Season,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted By,Draft Year,Salary,Index,PlayerKey,ProfileLookup,Player ID,PlayerImgurl,HeightInInches,Draft Pick (Overall),Draft Round,UPPERCASE
RAI,2019,77,Trent Brown,26,OT,3,3,380,6-8,Florida,"Tuesday, April 13, 1993",4,,San Francisco 49ers,2015,"$5,000,000.",0,RAI0,https://www.pro-football-reference.com/players/B/BrowTr02.htm,RAI0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowTr02_2019.jpg,80,,,TRENT BROWN
RAI,2019,55,Vontaze Burfict,29,LB,3,3,255,6-1,Arizona St.,"Monday, September 24, 1990",7,,Undrafted,,"$1,150,000.",1,RAI1,https://www.pro-football-reference.com/players/B/BurfVo00.htm,RAI1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BurfVo00_2019.jpg,73,,,VONTAZE BURFICT
RAI,2019,21,Gareon Conley,24,CB,3,3,190,6-0,Ohio St.,"Thursday, June 29, 1995",2,,Oakland Raiders,2017,"$1,416,584.",6,RAI6,https://www.pro-football-reference.com/players/C/ConlGa00.htm,RAI6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ConlGa00_2019.jpg,72,,,GAREON CONLEY
RAI,2019,61,Rodney Hudson,30,OL,3,3,315,6-2,Florida St.,"Wednesday, July 12, 1989",8,,Kansas City Chiefs,2011,"$8,250,000.",19,RAI19,https://www.pro-football-reference.com/players/H/HudsRo00.htm,RAI19,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HudsRo00_2019.jpg,74,,,RODNEY HUDSON
RAI,2019,42,Karl Joseph,26,SS,3,3,200,5-10,West Virginia,"Wednesday, September 8, 1993",3,,Oakland Raiders,2016,"$2,070,589.",26,RAI26,https://www.pro-football-reference.com/players/J/JoseKa00.htm,RAI26,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoseKa00_2019.jpg,70,,,KARL JOSEPH
RAI,2019,97,Josh Mauro,28,DE,3,3,290,6-6,Stanford,"Sunday, February 17, 1991",5,,Undrafted,,"$900,000.",32,RAI32,https://www.pro-football-reference.com/players/M/MaurJo00.htm,RAI32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MaurJo00_2019.jpg,78,,,JOSH MAURO
RAI,2019,74,Kolton Miller,24,OT,3,3,325,6-8,UCLA,"Monday, October 2, 1995",1,,Oakland Raiders,2018,"$1,092,333.",34,RAI34,https://www.pro-football-reference.com/players/M/MillKo00.htm,RAI34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MillKo00_2019.jpg,80,,,KOLTON MILLER
RAI,2019,83,Darren Waller,27,WR,3,3,255,6-6,Georgia Tech,"Sunday, September 13, 1992",4,,Baltimore Ravens,2015,"$720,000.",46,RAI46,https://www.pro-football-reference.com/players/W/WallDa01.htm,RAI46,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WallDa01_2019.jpg,78,,,DARREN WALLER
RAI,2019,59,Tahir Whitehead,29,OLB,3,3,241,6-2,Temple,"Monday, April 2, 1990",7,,Detroit Lions,2012,"$2,950,000.",48,RAI48,https://www.pro-football-reference.com/players/W/WhitTa00.htm,RAI48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WhitTa00_2019.jpg,74,,,TAHIR WHITEHEAD
RAI,2019,16,Tyrell Williams,27,WR,3,3,205,6-4,Western Oregon,"Wednesday, February 12, 1992",4,,Undrafted,,"$5,000,000.",50,RAI50,https://www.pro-football-reference.com/players/W/WillTy00.htm,RAI50,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillTy00_2019.jpg,76,,,TYRELL WILLIAMS
RAI,2019,20,Daryl Worley,24,CB,3,3,215,6-1,West Virginia,"Wednesday, February 22, 1995",3,,Carolina Panthers,2016,"$3,095,000.",51,RAI51,https://www.pro-football-reference.com/players/W/WorlDa00.htm,RAI51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WorlDa00_2019.jpg,73,,,DARYL WORLEY
RAM,2019,90,Michael Brockers,29,DT,3,3,305,6-5,LSU,"Friday, December 21, 1990",7,,St. Louis Rams,2012,"$7,777,777.",3,RAM3,https://www.pro-football-reference.com/players/B/BrocMi00.htm,RAM3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrocMi00_2019.jpg,77,,,MICHAEL BROCKERS
RAM,2019,12,Brandin Cooks,26,WR,3,3,183,5-10,Oregon St.,"Saturday, September 25, 1993",5,,New Orleans Saints,2014,"$1,000,000.",6,RAM6,https://www.pro-football-reference.com/players/C/CookBr00.htm,RAM6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CookBr00_2019.jpg,70,,,BRANDIN COOKS
RAM,2019,99,Aaron Donald,28,DT,3,3,280,6-1,Pittsburgh,"Thursday, May 23, 1991",5,,St. Louis Rams,2014,"$9,108,000.",8,RAM8,https://www.pro-football-reference.com/players/D/DonaAa00.htm,RAM8,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DonaAa00_2019.jpg,73,,,AARON DONALD
RAM,2019,16,Jared Goff,25,QB,3,3,222,6-4,California,"Friday, October 14, 1994",3,,Los Angeles Rams,2016,"$4,259,683.",16,RAM16,https://www.pro-football-reference.com/players/G/GoffJa00.htm,RAM16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GoffJa00_2019.jpg,76,,,JARED GOFF
RAM,2019,30,Todd Gurley,25,RB,3,3,224,6-1,Georgia,"Wednesday, August 3, 1994",4,,St. Louis Rams,2015,"$5,000,000.",17,RAM17,https://www.pro-football-reference.com/players/G/GurlTo01.htm,RAM17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GurlTo01_2019.jpg,73,,,TODD GURLEY
RAM,2019,79,Rob Havenstein,27,OT,3,3,330,6-8,Wisconsin,"Wednesday, May 13, 1992",4,,St. Louis Rams,2015,"$2,500,000.",19,RAM19,https://www.pro-football-reference.com/players/H/HaveRo00.htm,RAM19,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HaveRo00_2019.jpg,80,,,ROB HAVENSTEIN
RAM,2019,43,John Johnson,24,S,3,3,209,6-0,Boston Col.,"Tuesday, December 19, 1995",2,,Los Angeles Rams,2017,"$677,000.",25,RAM25,https://www.pro-football-reference.com/players/J/JohnJo10.htm,RAM25,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JohnJo10_2019.jpg,72,,,JOHN JOHNSON
RAM,2019,18,Cooper Kupp,26,WR,3,3,208,6-2,East. Washington,"Tuesday, June 15, 1993",2,,Los Angeles Rams,2017,"$811,000.",27,RAM27,https://www.pro-football-reference.com/players/K/KuppCo00.htm,RAM27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KuppCo00_2019.jpg,74,,,COOPER KUPP
RAM,2019,70,Joseph Noteboom,24,OT,3,3,321,6-5,TCU,"Monday, June 19, 1995",1,,Los Angeles Rams,2018,"$626,626.",34,RAM34,https://www.pro-football-reference.com/players/N/NoteJo00.htm,RAM34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/NoteJo00_2019.jpg,77,,,JOSEPH NOTEBOOM
RAM,2019,22,Marcus Peters,26,CB,3,3,195,6-0,Washington,"Saturday, January 9, 1993",4,,Kansas City Chiefs,2015,"$9,069,000.",37,RAM37,https://www.pro-football-reference.com/players/P/PeteMa00.htm,RAM37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PeteMa00_2019.jpg,72,,,MARCUS PETERS
RAM,2019,21,Aqib Talib,33,DB,3,3,209,6-1,Kansas,"Thursday, February 13, 1986",11,,Tampa Bay Buccaneers,2008,"$8,000,000.",45,RAM45,https://www.pro-football-reference.com/players/T/TaliAq99.htm,RAM45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/TaliAq99_2019.jpg,73,,,AQIB TALIB
RAM,2019,32,Eric Weddle,34,DB,3,3,195,5-11,Utah,"Friday, January 4, 1985",12,,San Diego Chargers,2007,"$4,250,524.",48,RAM48,https://www.pro-football-reference.com/players/W/WeddEr99.htm,RAM48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WeddEr99_2019.jpg,71,,,ERIC WEDDLE
RAM,2019,77,Andrew Whitworth,38,T,3,3,330,6-7,LSU,"Saturday, December 12, 1981",13,,Cincinnati Bengals,2006,"$10,250,000.",49,RAM49,https://www.pro-football-reference.com/players/W/WhitAn20.htm,RAM49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WhitAn20_2019.jpg,79,,,ANDREW WHITWORTH
RAM,2019,17,Robert Woods,27,WR,3,3,195,6-0,USC,"Friday, April 10, 1992",6,,Buffalo Bills,2013,"$6,000,000.",51,RAM51,https://www.pro-football-reference.com/players/W/WoodRo02.htm,RAM51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WoodRo02_2019.jpg,72,,,ROBERT WOODS
RAV,2019,78,Orlando Brown,23,OT,3,3,345,6-8,Oklahoma,"Thursday, May 2, 1996",1,,Baltimore Ravens,2018,"$627,000.",10,RAV10,https://www.pro-football-reference.com/players/B/BrowOr00.htm,RAV10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowOr00_2019.jpg,80,,,ORLANDO BROWN
RAV,2019,24,Brandon Carr,33,DB,3,3,210,6-0,Grand Valley St.,"Monday, May 19, 1986",11,,Kansas City Chiefs,2008,"$4,500,000.",12,RAV12,https://www.pro-football-reference.com/players/C/CarrBr99.htm,RAV12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CarrBr99_2019.jpg,72,,,BRANDON CARR
RAV,2019,21,Mark Ingram,30,RB,3,3,215,5-9,Alabama,"Thursday, December 21, 1989",8,,New Orleans Saints,2011,"$2,000,000.",23,RAV23,https://www.pro-football-reference.com/players/I/IngrMa01.htm,RAV23,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/IngrMa01_2019.jpg,69,,,MARK INGRAM
RAV,2019,8,Lamar Jackson,22,QB,3,3,212,6-2,Louisville,"Tuesday, January 7, 1997",1,,Baltimore Ravens,2018,"$910,529.",24,RAV24,https://www.pro-football-reference.com/players/J/JackLa00.htm,RAV24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JackLa00_2019.jpg,74,,,LAMAR JACKSON
RAV,2019,23,Tony Jefferson,27,FS,3,3,211,5-11,Oklahoma,"Monday, January 27, 1992",6,,Undrafted,,"$8,000,000.",25,RAV25,https://www.pro-football-reference.com/players/J/JeffTo00.htm,RAV25,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JeffTo00_2019.jpg,71,,,TONY JEFFERSON
RAV,2019,48,Patrick Onwuasor,27,LB,3,3,227,6-0,"Arizona,Portland St.","Saturday, August 22, 1992",3,,Undrafted,,"$3,095,000.",35,RAV35,https://www.pro-football-reference.com/players/O/OnwuPa00.htm,RAV35,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/OnwuPa00_2019.jpg,72,,,PATRICK ONWUASOR
RAV,2019,97,Michael Pierce,27,DT,3,3,340,6-0,Samford,"Friday, November 6, 1992",3,,Undrafted,,"$3,095,000.",36,RAV36,https://www.pro-football-reference.com/players/P/PierMi00.htm,RAV36,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PierMi00_2019.jpg,72,,,MICHAEL PIERCE
RAV,2019,79,Ronnie Stanley,25,OT,3,3,315,6-6,Notre Dame,"Friday, March 18, 1994",3,,Baltimore Ravens,2016,"$3,243,318.",44,RAV44,https://www.pro-football-reference.com/players/S/StanRo00.htm,RAV44,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/StanRo00_2019.jpg,78,,,RONNIE STANLEY
RAV,2019,29,Earl Thomas,30,DB,3,3,202,5-10,Texas,"Sunday, May 7, 1989",9,,Seattle Seahawks,2010,"$2,000,000.",45,RAV45,https://www.pro-football-reference.com/players/T/ThomEa99.htm,RAV45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ThomEa99_2019.jpg,70,,,EARL THOMAS
RAV,2019,98,Brandon Williams,30,DT,3,3,336,6-1,Missouri Southern,"Tuesday, February 21, 1989",6,,Baltimore Ravens,2013,"$9,250,000.",48,RAV48,https://www.pro-football-reference.com/players/W/WillBr02.htm,RAV48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillBr02_2019.jpg,73,,,BRANDON WILLIAMS
SDG,2019,13,Keenan Allen,27,WR,3,3,211,6-2,California,"Monday, April 27, 1992",6,,San Diego Chargers,2013,"$10,000,000.",1,SDG1,https://www.pro-football-reference.com/players/A/AlleKe00.htm,SDG1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AlleKe00_2019.jpg,74,,,KEENAN ALLEN
SDG,2019,97,Joey Bosa,24,DE,3,3,280,6-5,Ohio St.,"Tuesday, July 11, 1995",3,,San Diego Chargers,2016,"$720,000.",4,SDG4,https://www.pro-football-reference.com/players/B/BosaJo00.htm,SDG4,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BosaJo00_2019.jpg,77,,,JOEY BOSA
SDG,2019,58,Thomas Davis,36,LB,3,3,235,6-1,Georgia,"Tuesday, March 22, 1983",14,,Carolina Panthers,2005,"$1,250,000.",10,SDG10,https://www.pro-football-reference.com/players/D/DaviTh20.htm,SDG10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DaviTh20_2019.jpg,73,,,THOMAS DAVIS
SDG,2019,66,Dan Feeney,25,OG,3,3,310,6-4,Indiana,"Sunday, May 29, 1994",2,,Los Angeles Chargers,2017,"$793,000.",15,SDG15,https://www.pro-football-reference.com/players/F/FeenDa00.htm,SDG15,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FeenDa00_2019.jpg,76,,,DAN FEENEY
SDG,2019,26,Casey Hayward,30,DB,3,3,192,5-11,Vanderbilt,"Saturday, September 9, 1989",7,,Green Bay Packers,2012,"$8,000,000.",17,SDG17,https://www.pro-football-reference.com/players/H/HaywCa00.htm,SDG17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HaywCa00_2019.jpg,71,,,CASEY HAYWARD
SDG,2019,54,Melvin Ingram,30,DE,3,3,247,6-2,South Carolina,"Wednesday, April 26, 1989",7,,San Diego Chargers,2012,"$17,000,000.",19,SDG19,https://www.pro-football-reference.com/players/I/IngrMe00.htm,SDG19,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/IngrMe00_2019.jpg,74,,,MELVIN INGRAM
SDG,2019,92,Brandon Mebane,34,DT,3,3,311,6-1,California,"Tuesday, January 15, 1985",12,,Seattle Seahawks,2007,"$1,050,000.",30,SDG30,https://www.pro-football-reference.com/players/M/MebaBr99.htm,SDG30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MebaBr99_2019.jpg,73,,,BRANDON MEBANE
SDG,2019,53,Mike Pouncey,30,OL,3,3,298,6-5,Florida,"Monday, July 24, 1989",8,,Miami Dolphins,2011,"$6,000,000.",36,SDG36,https://www.pro-football-reference.com/players/P/PounMi00.htm,SDG36,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PounMi00_2019.jpg,77,,,MIKE POUNCEY
SDG,2019,17,Philip Rivers,38,QB,3,3,228,6-5,North Carolina St.,"Tuesday, December 8, 1981",15,,New York Giants,2004,"$11,000,000.",38,SDG38,https://www.pro-football-reference.com/players/R/RivePh00.htm,SDG38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RivePh00_2019.jpg,77,,,PHILIP RIVERS
SDG,2019,75,Michael Schofield,29,OT,3,3,301,6-6,Michigan,"Thursday, November 15, 1990",5,,Denver Broncos,2014,"$2,000,000.",40,SDG40,https://www.pro-football-reference.com/players/S/SchoMi00.htm,SDG40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SchoMi00_2019.jpg,78,,,MICHAEL SCHOFIELD
SDG,2019,81,Mike Williams,25,WR,3,3,220,6-4,Clemson,"Tuesday, October 4, 1994",2,,Los Angeles Chargers,2017,"$2,260,448.",52,SDG52,https://www.pro-football-reference.com/players/W/WillMi07.htm,SDG52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillMi07_2019.jpg,76,,,MIKE WILLIAMS
SEA,2019,68,Justin Britt,28,OT,3,3,315,6-6,Missouri,"Wednesday, May 29, 1991",5,,Seattle Seahawks,2014,"$4,500,000.",5,SEA5,https://www.pro-football-reference.com/players/B/BritJu00.htm,SEA5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BritJu00_2019.jpg,78,,,JUSTIN BRITT
SEA,2019,76,Duane Brown,34,G,3,3,315,6-4,Virginia Tech,"Friday, August 30, 1985",11,,Houston Texans,2008,"$8,000,000.",6,SEA6,https://www.pro-football-reference.com/players/B/BrowDu20.htm,SEA6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowDu20_2019.jpg,76,,,DUANE BROWN
SEA,2019,78,D.J. Fluker,28,OT,3,3,342,6-5,Alabama,"Wednesday, March 13, 1991",6,,San Diego Chargers,2013,"$850,000.",16,SEA16,https://www.pro-football-reference.com/players/F/FlukDJ00.htm,SEA16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FlukDJ00_2019.jpg,77,,,DJ FLUKER
SEA,2019,26,Shaquill Griffin,24,DB,3,3,198,6-0,Central Florida,"Thursday, July 20, 1995",2,,Seattle Seahawks,2017,"$680,000.",20,SEA20,https://www.pro-football-reference.com/players/G/GrifSh00.htm,SEA20,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GrifSh00_2019.jpg,72,,,SHAQUILL GRIFFIN
SEA,2019,65,Germain Ifedi,25,OT,3,3,325,6-5,Texas A&M,"Thursday, June 2, 1994",3,,Seattle Seahawks,2016,"$1,577,060.",24,SEA24,https://www.pro-football-reference.com/players/I/IfedGe00.htm,SEA24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/IfedGe00_2019.jpg,77,,,GERMAIN IFEDI
SEA,2019,99,Quinton Jefferson,26,DT,3,3,291,6-4,Maryland,"Wednesday, March 31, 1993",3,,Seattle Seahawks,2016,"$2,025,000.",27,SEA27,https://www.pro-football-reference.com/players/J/JeffQu00.htm,SEA27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JeffQu00_2019.jpg,76,,,QUINTON JEFFERSON
SEA,2019,56,Mychal Kendricks,29,ILB,3,3,240,5-11,California,"Friday, September 28, 1990",7,,Philadelphia Eagles,2012,"$2,000,000.",30,SEA30,https://www.pro-football-reference.com/players/K/KendMy00.htm,SEA30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KendMy00_2019.jpg,71,,,MYCHAL KENDRICKS
SEA,2019,16,Tyler Lockett,27,WR,3,3,182,5-10,Kansas St.,"Monday, September 28, 1992",4,,Seattle Seahawks,2015,"$3,907,000.",32,SEA32,https://www.pro-football-reference.com/players/L/LockTy00.htm,SEA32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LockTy00_2019.jpg,70,,,TYLER LOCKETT
SEA,2019,30,Bradley McDougald,29,FS,3,3,215,6-1,Kansas,"Thursday, November 15, 1990",6,,Undrafted,,"$2,900,000.",33,SEA33,https://www.pro-football-reference.com/players/M/McDoBr01.htm,SEA33,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McDoBr01_2019.jpg,73,,,BRADLEY MCDOUGALD
SEA,2019,54,Bobby Wagner,29,ILB,3,3,242,6-0,Utah St.,"Wednesday, June 27, 1990",7,,Seattle Seahawks,2012,"$10,500,000.",49,SEA49,https://www.pro-football-reference.com/players/W/WagnBo00.htm,SEA49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WagnBo00_2019.jpg,72,,,BOBBY WAGNER
SEA,2019,3,Russell Wilson,31,QB,3,3,215,5-11,"Wisconsin,North Carolina St.","Tuesday, November 29, 1988",7,,Seattle Seahawks,2012,"$5,000,000.",50,SEA50,https://www.pro-football-reference.com/players/W/WilsRu00.htm,SEA50,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WilsRu00_2019.jpg,71,,,RUSSELL WILSON
SEA,2019,72,Al Woods,32,DT,3,3,330,6-4,LSU,"Wednesday, March 25, 1987",9,,New Orleans Saints,2010,"$1,250,000.",51,SEA51,https://www.pro-football-reference.com/players/W/WoodAl99.htm,SEA51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WoodAl99_2019.jpg,76,,,AL WOODS
SEA,2019,50,K.J. Wright,30,LB,3,3,246,6-4,Mississippi St.,"Sunday, July 23, 1989",8,,Seattle Seahawks,2011,"$1,500,000.",52,SEA52,https://www.pro-football-reference.com/players/W/WrigK.00.htm,SEA52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WrigK.00_2019.jpg,76,,,KJ WRIGHT
SFO,2019,56,Kwon Alexander,25,OLB,3,3,227,6-1,LSU,"Wednesday, August 3, 1994",4,,Tampa Bay Buccaneers,2015,"$1,750,000.",1,SFO1,https://www.pro-football-reference.com/players/A/AlexKw00.htm,SFO1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AlexKw00_2019.jpg,73,,,KWON ALEXANDER
SFO,2019,91,Arik Armstead,26,DE,3,3,292,6-7,Oregon,"Monday, November 15, 1993",4,,San Francisco 49ers,2015,"$9,046,000.",2,SFO2,https://www.pro-football-reference.com/players/A/ArmsAr01.htm,SFO2,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ArmsAr01_2019.jpg,79,,,ARIK ARMSTEAD
SFO,2019,99,DeForest Buckner,25,DT,3,3,300,6-7,Oregon,"Thursday, March 17, 1994",3,,San Francisco 49ers,2016,"$720,000.",9,SFO9,https://www.pro-football-reference.com/players/B/BuckDe00.htm,SFO9,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BuckDe00_2019.jpg,79,,,DEFOREST BUCKNER
SFO,2019,10,Jimmy Garoppolo,28,QB,3,3,225,6-2,East. Illinois,"Saturday, November 2, 1991",5,,New England Patriots,2014,"$17,200,000.",16,SFO16,https://www.pro-football-reference.com/players/G/GaroJi00.htm,SFO16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GaroJi00_2019.jpg,74,,,JIMMY GAROPPOLO
SFO,2019,11,Marquise Goodwin,29,WR,3,3,180,5-9,Texas,"Monday, November 19, 1990",6,,Buffalo Bills,2013,"$2,950,000.",17,SFO17,https://www.pro-football-reference.com/players/G/GoodMa00.htm,SFO17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GoodMa00_2019.jpg,69,,,MARQUISE GOODWIN
SFO,2019,44,Kyle Juszczyk,28,FB,3,3,240,6-1,Harvard,"Tuesday, April 23, 1991",6,,Baltimore Ravens,2013,"$4,200,000.",23,SFO23,https://www.pro-football-reference.com/players/J/JuszKy00.htm,SFO23,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JuszKy00_2019.jpg,73,,,KYLE JUSZCZYK
SFO,2019,33,Tarvarius Moore,23,S,3,3,200,6-2,Southern Miss,"Friday, August 16, 1996",1,,San Francisco 49ers,2018,"$603,000.",26,SFO26,https://www.pro-football-reference.com/players/M/MoorTa00.htm,SFO26,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MoorTa00_2019.jpg,74,,,TARVARIUS MOORE
SFO,2019,68,Michael Person,31,OL,3,3,300,6-4,"Montana St.,Montana St.","Friday, June 17, 1988",8,,San Francisco 49ers,2011,"$1,450,000.",31,SFO31,https://www.pro-football-reference.com/players/P/PersMi00.htm,SFO31,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PersMi00_2019.jpg,76,,,MICHAEL PERSON
SFO,2019,58,Weston Richburg,28,C,3,3,290,6-4,Colorado St.,"Tuesday, July 9, 1991",5,,New York Giants,2014,"$5,500,000.",34,SFO34,https://www.pro-football-reference.com/players/R/RichWe00.htm,SFO34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RichWe00_2019.jpg,76,,,WESTON RICHBURG
SFO,2019,29,Jaquiski Tartt,27,SS,3,3,215,6-1,Samford,"Wednesday, February 12, 1992",4,,San Francisco 49ers,2015,"$3,000,000.",40,SFO40,https://www.pro-football-reference.com/players/T/TartJa00.htm,SFO40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/TartJa00_2019.jpg,73,,,JAQUISKI TARTT
SFO,2019,23,Ahkello Witherspoon,24,CB,3,3,195,6-2,Colorado,"Tuesday, March 21, 1995",2,,San Francisco 49ers,2017,"$815,375.",51,SFO51,https://www.pro-football-reference.com/players/W/WithAh00.htm,SFO51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WithAh00_2019.jpg,74,,,AHKELLO WITHERSPOON
TAM,2019,25,Peyton Barber,25,RB,3,3,225,5-11,Auburn,"Sunday, February 27, 1994",3,,Undrafted,,"$2,025,000.",4,TAM4,https://www.pro-football-reference.com/players/B/BarbPe01.htm,TAM4,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BarbPe01_2019.jpg,71,,,PEYTON BARBER
TAM,2019,58,Shaquil Barrett,27,OLB,3,3,250,6-2,Colorado St.,"Tuesday, November 17, 1992",5,,Undrafted,,"$1,000,000.",5,TAM5,https://www.pro-football-reference.com/players/B/BarrSh00.htm,TAM5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BarrSh00_2019.jpg,74,,,SHAQUIL BARRETT
